Language,Subject,Grapheme,L,u,v,BerlinKay
Spanish,12682,J,25.681533305254,84.2049680527698,18.1505290764431,Red
Spanish,12682,L,0,0,0,Black
Spanish,12682,M,28.244751354346,92.6092829887444,19.9620939536769,Red
Spanish,12682,P,0,0,0,Black
Spanish,12682,R,0,0,0,Black
Spanish,12682,S,0,0,0,Black
Spanish,12682,T,0,0,0,Black
Spanish,12682,V,0,0,0,Black
Spanish,12682,X,0,0,0,Black
Spanish,14595,A,53.484183785248,175.364684555026,37.8001664225153,Red
Spanish,14595,B,51.8750833532069,4.21738712421903,56.8364714562217,Brown
Spanish,14595,C,73.392515007863,7.72071724899955,51.1489334298934,Yellow
Spanish,14595,D,48.1928080587206,-37.6880410902076,-8.12372359328387,Green
Spanish,14595,E,72.530001127448,-63.406486809027,81.0861247254546,Green
Spanish,14595,F,72.0560779112135,-22.7467742279372,29.0892598686871,Green
Spanish,14595,G,37.5534673895087,55.9591005834543,31.5836191342031,Brown
Spanish,14595,H,98.5553647520327,-7.59058461964873,9.70706819101553,Blue
Spanish,14595,I,97.149502721359,7.89814753861037,106.440984408892,Yellow
Spanish,14595,J,44.413560147816,0,-3.20508221030917e-14,Grey
Spanish,14595,K,44.413560147816,0,-3.20508221030917e-14,Grey
Spanish,14595,L,0,0,0,Black
Spanish,14595,M,37.5534673895087,55.9591005834543,31.5836191342031,Brown
Spanish,14595,N,44.413560147816,0,-3.20508221030917e-14,Grey
Spanish,14595,O,37.5534673895087,55.9591005834543,31.5836191342031,Brown
Spanish,14595,P,44.413560147816,0,-3.20508221030917e-14,Grey
